0;172705;108.875397;3.865000;964.148987
1;31409;107.314964;2.242000;942.931030
2;200110;101.584335;9.865000;877.786011
3;32430;66.825867;3.149000;826.698975
4;30644;496.278015;90.222000;902.333984
5;59689;73.772667;1.918000;806.265991
6;286095;455.787506;56.715000;854.859985
7;12167;431.335510;32.462002;830.208984
8;180463;67.124390;2.923000;800.070984
9;48290;445.732513;47.926998;843.538025
10;235046;472.320007;75.334999;869.304993
11;21460;114.975418;3.445000;793.896973
12;262737;79.518669;4.974000;795.260010
13;158585;81.895615;3.168000;786.901978
14;986;422.075500;33.053001;811.098022
15;12157;73.979462;2.229000;777.966003
16;115415;407.283997;21.164000;793.403992
17;274502;60.207352;1.991000;770.591003
18;164469;418.276001;35.820000;800.731995
19;299333;52.621162;1.844000;765.979980
20;167454;53.262112;1.594000;765.392029
21;294090;67.178596;1.527000;764.793030
22;224254;41.404232;1.717000;764.737000
23;25792;104.469788;22.589001;782.940002
24;105810;70.449234;3.102000;763.385010
25;125473;451.652496;72.009003;831.296021
26;192568;590.012024;210.725998;969.297974
27;290146;458.187988;81.182999;835.192993
28;245861;466.726501;90.010002;843.442993
29;41318;496.107513;120.329002;871.885986
30;75007;474.419006;98.821999;850.015991
31;297439;398.618500;23.700001;773.536987
32;132093;142.448425;12.698000;759.916016
33;169512;111.817001;3.651000;748.312988
34;142350;435.844513;64.982002;806.706970
35;39164;60.368732;2.439000;739.393982
36;209123;72.141998;2.205000;739.140991
37;172652;470.161499;106.244003;834.078979
38;181963;47.952415;2.651000;728.742004
39;18605;71.671478;4.004000;729.921021
40;74144;458.804993;97.219002;820.390991
41;110567;434.691986;73.783997;795.599976
42;127819;453.041992;92.439003;813.645020
43;113502;78.969521;3.010000;723.513000
44;233969;66.190308;3.794000;723.768005
45;226944;51.934814;2.379000;722.146973
46;73697;65.228233;3.826000;723.130005
47;147623;418.018494;59.084999;776.952026
48;165538;450.187012;91.411003;808.963013
49;95796;116.052498;11.419000;728.731995
